3.112189,-0.001641
3.112189,-0.001640
3.112189,-0.001640
3.112189,-0.001638
3.116409,-0.001642
3.128177,0.060575
3.094119,0.121629
3.103360,0.184341
3.115455,0.247843
3.122993,0.311564
3.161013,0.379523
3.216460,0.451792
3.278869,0.527812
3.498834,0.635441
0.903414,1.295354
0.812342,1.216040
0.762157,1.191992
0.721632,1.180099
0.678212,1.160771
0.639542,1.146792
0.608720,1.144907
0.585580,1.156756
0.556170,1.155613
0.518918,1.135966
0.495947,1.145941
0.471503,1.152317
0.450072,1.166136
0.420011,1.156784
0.397557,1.167400
0.374921,1.177827
0.349427,1.179043
0.324936,1.182977
0.304962,1.204314
0.280048,1.207172
0.257542,1.220888
0.240539,1.265398
0.212509,1.254600
0.191624,1.287622
0.167977,1.308431
0.142833,1.321975
0.119219,1.357915
0.094995,1.404846
0.070452,1.483152
0.044634,1.628037
-1.079828,5.519610
-1.092571,5.045586
-1.197637,5.040032
-1.310450,5.061221
-1.413959,5.042020
-1.525917,5.049511
-1.630421,5.028863
-1.754099,5.061984
-1.859994,5.038643
-1.978378,5.045518
-2.721598,5.305722
-2.722902,5.055949
-2.715677,4.809009
-2.729798,4.615338
-2.770315,4.476448
-2.901384,4.484700
-3.035417,4.491736
-3.154169,4.471475
-3.287474,4.467492
-3.435525,4.477755
-3.579861,4.477017
-3.356617,3.569150
-3.362977,3.435194
-3.364535,3.301663
-3.363234,3.170512
-3.367019,3.048903
-3.351887,2.915042
-3.355711,2.802180
-3.357359,2.691123
-3.405872,2.619592
-3.553677,2.621567
-3.704242,2.619572
-3.857619,2.613591
-4.042864,2.622378
-4.230957,2.625362
3.339410,-0.291804
3.237075,-0.217554
3.186626,-0.150059
3.148505,-0.085024
3.115385,-0.021625
3.102858,0.040684
3.105238,0.103021
3.107475,0.165538
3.129595,0.229731
3.117362,0.291784
3.141258,0.357697
3.200747,0.429650
3.257750,0.503994
3.384252,0.593283
0.943034,1.334635
0.822913,1.215641
0.789377,1.218022
0.729938,1.177392
0.694049,1.171324
0.651448,1.151463
0.611528,1.133347
0.581699,1.131803
0.556897,1.139173
0.533185,1.148486
0.501358,1.139205
0.470730,1.130568
0.452533,1.151400
0.421130,1.138034
0.399431,1.149739
0.386157,1.187839
0.354705,1.170409
0.334155,1.187929
0.314154,1.209355
0.288356,1.209195
0.267804,1.232012
0.241446,1.228986
0.224172,1.275782
0.195888,1.262915
0.175055,1.300287
0.152909,1.338213
0.127630,1.357861
0.101608,1.376886
0.078300,1.459205
0.052116,1.552569
-1.076248,5.686748
-1.077214,5.126918
-1.167052,5.049083
-1.270130,5.032913
-1.386655,5.064297
-1.493540,5.054387
-1.603792,5.052446
-1.716398,5.053459
-1.827591,5.046203
-1.947399,5.057835
-2.068074,5.065878
-2.709456,5.363090
-2.707536,5.102355
-2.715838,4.879137
-2.718072,4.660706
-2.745085,4.497301
-2.860385,4.481568
-2.990712,4.484838
-3.127293,4.491812
-3.259509,4.487083
-3.404523,4.494366
-3.551449,4.497991
-3.686326,4.481014
-3.346258,3.602308
-3.347898,3.462176
-3.342018,3.320205
-3.343303,3.190843
-3.358326,3.078866
-3.330011,2.932218
-3.345140,2.828510
-3.343154,2.713729
-3.369133,2.624502
-3.516287,2.627568
-3.660795,2.622819
-3.824650,2.625759
-3.998156,2.628499
-4.168883,2.622543
3.395093,-0.317793
3.259676,-0.239289
3.248906,-0.173089
3.136692,-0.104081
3.170538,-0.041586
3.123512,0.021666
3.112472,0.084042
3.099342,0.145931
